start,end,q_date,region,q_region,district,q_district,municipality,q_municipality,city,q_neighbourhood,q_shop_type,trader,q_sell_salt,q_salt_available_in_shop,q_salt_quantity1,q_salt_quantity2,q_salt_price,q_salt_price_per_kilo,q_salt_brand,q_sell_sugar,q_sugar_available_in_shop,q_sugar_quantity1,q_sugar_quantity2,q_sugar_price,q_sugar_price_per_kilo,q_sugar_brand,q_sell_flour,q_flour_available_in_shop,q_flour_quantity1,q_flour_quantity2,q_flour_price,q_flour_price_per_kilo,q_flour_brand,q_sell_rice,q_rice_available_in_shop,q_rice_quantity1,q_rice_quantity2,q_rice_price,q_rice_price_per_kilo,q_rice_brand,q_sell_pasta,q_pasta_available_in_shop,q_pasta_quantity1,q_pasta_quantity2,q_pasta_price,q_pasta_price_per_500g,q_pasta_brand,q_sell_couscous,q_couscous_available_in_shop,q_couscous_quantity1,q_couscous_quantity2,q_couscous_price,q_couscous_price_per_kilo,q_couscous_brand,q_sell_tomatop,q_tomatop_available_in_shop,q_tomatop_quantity1,q_tomatop_quantity2,q_tomatop_price,q_tomatop_price_per_400g,q_tomatop_brand,q_sell_chickpeas,q_chickpeas_available_in_shop,q_chickpeas_quantity1,q_chickpeas_quantity2,q_chickpeas_price,q_chickpeas_price_per_400g,q_chickpeas_brand,q_sell_beans,q_beans_available_in_shop,q_beans_quantity1,q_beans_quantity2,q_beans_price,q_beans_price_per_400g,q_beans_brand,q_sell_cmilk,q_cmilk_available_in_shop,q_cmilk_quantity1,q_cmilk_quantity2,q_cmilk_price,q_cmilk_price_per_200ml,q_cmilk_brand,q_sell_milk,q_milk_available_in_shop,q_milk_quantity1,q_milk_quantity2,q_milk_price,q_milk_price_per_liter,q_milk_brand,q_sell_babymilk,q_babymilk_available_in_shop,q_babymilk_quantity1,q_babymilk_quantity2,q_babymilk_price,q_babymilk_price_per_400g,q_babymilk_brand,q_sell_gtea,q_gtea_available_in_shop,q_gtea_quantity1,q_gtea_quantity2,q_gtea_price,q_gtea_price_per_250g,q_gtea_brand,q_sell_btea,q_btea_available_in_shop,q_btea_quantity1,q_btea_quantity2,q_btea_price,q_btea_price_per_250g,q_btea_brand,q_sell_oil,q_oil_available_in_shop,q_oil_quantity1,q_oil_quantity2,q_oil_price,q_oil_price_per_liter,q_oil_brand,q_sell_tuna,q_tuna_available_in_shop,q_tuna_quantity1,q_tuna_quantity2,q_tuna_price,q_tuna_price_per_200g,q_tuna_brand,q_sell_eggs,q_eggs_available_in_shop,q_eggs_quantity1,q_eggs_quantity2,q_eggs_price,q_eggs_price_per_30eggs,q_eggs_brand,q_sell_chicken,q_chicken_available_in_shop,q_chicken_quantity1,q_chicken_quantity2,q_chicken_price,q_chicken_price_per_kilo,q_chicken_brand,q_sell_lamb,q_lamb_available_in_shop,q_lamb_quantity1,q_lamb_quantity2,q_lamb_price,q_lamb_price_per_kilo,q_lamb_brand,q_sell_bread,q_bread_available_in_shop,q_bread_quantity1,q_bread_quantity2,q_bread_price,q_bread_price_per_5medium_pieces,q_sell_tomatoes,q_tomatoes_available_in_shop,q_tomatoes_quantity1,q_tomatoes_quantity2,q_tomatoes_price,q_tomatoes_price_per_kilo,q_sell_onions,q_onions_available_in_shop,q_onions_quantity1,q_onions_quantity2,q_onions_price,q_onions_price_per_kilo,q_sell_pepper,q_pepper_available_in_shop,q_pepper_quantity1,q_pepper_quantity2,q_pepper_price,q_pepper_price_per_kilo,q_sell_potatoes,q_potatoes_available_in_shop,q_potatoes_quantity1,q_potatoes_quantity2,q_potatoes_price,q_potatoes_price_per_kilo,q_sell_hwsoap,q_hwsoap_available_in_shop,q_hwsoap_quantity1,q_hwsoap_quantity2,q_hwsoap_price,q_hwsoap_price_per_piece,q_hwsoap_brand,q_sell_lsoap,q_lsoap_available_in_shop,q_lsoap_quantity1,q_lsoap_quantity2,q_lsoap_price,q_lsoap_price_per_kilo,q_lsoap_brand,q_sell_shampoo,q_shampoo_available_in_shop,q_shampoo_quantity1,q_shampoo_quantity2,q_shampoo_price,q_shampoo_price_per_250ml,q_shampoo_brand,q_sell_dsoap,q_dsoap_available_in_shop,q_dsoap_quantity1,q_dsoap_quantity2,q_dsoap_price,q_dsoap_price_per_liter,q_dsoap_brand,q_sell_toothpaste,q_toothpaste_available_in_shop,q_toothpaste_quantity1,q_toothpaste_quantity2,q_toothpaste_price,q_toothpaste_price_per_tube,q_toothpaste_brand,q_sell_toothbrush,q_toothbrush_available_in_shop,q_toothbrush_quantity1,q_toothbrush_quantity2,q_toothbrush_price,q_toothbrush_price_per_brush,q_toothbrush_brand,q_sell_spads,q_spads_available_in_shop,q_spads_quantity1,q_spads_quantity2,q_spads_price,q_spads_price_per_10pads,q_spads_brand,q_sell_diapers,q_diapers_available_in_shop,q_diapers_quantity1,q_diapers_quantity2,q_diapers_price,q_diapers_price_per_30diapers,q_diapers_brand,__version__,_id,_uuid,_submission_time,_index
2017-07-09T11:54:35.636+02,2017-07-09T11:57:12.041+02,2017-07-09,West,LBY02,Al Jabal Al Gharbi,LBY0209,Azzintan,LBY020902,Zintan,السوق,vegetable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,2.5,2.5,yes,yes,yes,NA,2.0,2,yes,yes,yes,NA,2.0,2,yes,yes,yes,NA,2.5,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,vYh2dAEbuPAT4DaeKbjRK4,10547905,0b69c880-9329-40c6-8bc4-c489fb08dae4,2017-07-10T11:44:14,11
2017-07-10T10:35:37.074+02,2017-07-10T10:40:52.587+02,2017-07-10,West,LBY02,Al Jabal Al Gharbi,LBY0209,Azzintan,LBY020902,Zintan,السوق,bakery,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,no,7,1.0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,vYh2dAEbuPAT4DaeKbjRK4,10547907,eaaf72af-342e-4791-8512-1cd9b7b7b5ee,2017-07-10T11:44:20,9
2017-07-10T10:41:28.559+02,2017-07-10T10:44:01.116+02,2017-07-10,West,LBY02,Al Jabal Al Gharbi,LBY0209,Azzintan,LBY020902,Zintan,السوق,butcher,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,no,1.6,17.0,10.6,محلي,yes,yes,yes,NA,29.0,29,محلي,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,vYh2dAEbuPAT4DaeKbjRK4,10547909,c019f848-cc8d-4b3d-84c7-f7449a9c4b9c,2017-07-10T11:44:25,10
2017-07-10T10:49:08.396+02,2017-07-10T11:02:40.852+02,2017-07-10,West,LBY02,Al Jabal Al Gharbi,LBY0209,Azzintan,LBY020902,Zintan,السوق,general_store,NA,yes,yes,yes,NA,1.0,1,الاسره,yes,yes,yes,NA,3.0,3,الخليج,yes,yes,yes,NA,1.5,1.5,التحدي,yes,yes,yes,NA,3.0,3,الاسره,yes,yes,yes,NA,1.75,1.8,اسبيقه,yes,yes,yes,NA,2.5,2.5,قورينا,yes,yes,yes,NA,1.25,1.3,البستان,yes,yes,yes,NA,2.75,2.8,لارا,yes,yes,yes,NA,2.75,2.8,لورد فود,yes,yes,no,170.0,2.0,2.4,المراعي,yes,yes,yes,NA,4.5,4.5,جودي,yes,yes,yes,NA,20.0,20,بيبيلاك,yes,yes,yes,NA,5.0,5,نابت,yes,yes,yes,NA,8.0,8,زهره,yes,yes,yes,NA,4.5,4.5,المروه,yes,yes,no,180.0,4.5,5,امريكانا,yes,yes,yes,NA,6.5,6.5,محلي,yes,yes,no,1.8,17.0,9.4,محلي,yes,yes,yes,NA,28.0,28,محلي,yes,yes,no,7,1.0,0.7,no,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,yes,yes,yes,NA,1.0,1,فا,yes,yes,no,0.12,1.0,8.3,واش,yes,yes,no,380.0,7.0,4.6,سوبلاس,yes,yes,no,6.0,6.5,1.1,النجمه,yes,yes,yes,NA,2.0,2,المسواك,yes,yes,yes,NA,4.5,4.5,اورل بي,yes,yes,yes,NA,2.75,2.8,احلام,yes,yes,yes,NA,20.0,20,بودوس,vYh2dAEbuPAT4DaeKbjRK4,10547911,9767376b-6846-48b9-a3b5-7ced0afcffba,2017-07-10T11:44:31,6
2017-07-10T11:57:04.300+02,2017-07-10T11:59:05.620+02,2017-07-10,West,LBY02,Al Jabal Al Gharbi,LBY0209,Azzintan,LBY020902,Zintan,السوق,vegetable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,2.5,2.5,yes,yes,yes,NA,2.0,2,yes,yes,yes,NA,2.0,2,yes,yes,yes,NA,2.5,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,vYh2dAEbuPAT4DaeKbjRK4,10547919,c4716dfa-b755-4cb0-94fc-8eeb0eef9adf,2017-07-10T11:44:57,5
2017-07-10T12:00:29.376+02,2017-07-10T12:04:53.335+02,2017-07-10,West,LBY02,Al Jabal Al Gharbi,LBY0209,Azzintan,LBY020902,Zintan,السوق,vegetable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,2.0,2,yes,yes,yes,NA,2.0,2,yes,yes,yes,NA,3.0,3,yes,yes,yes,NA,3.0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,vYh2dAEbuPAT4DaeKbjRK4,10547923,5c326f36-0be2-46fe-a263-b106ce6138f5,2017-07-10T11:45:03,1
2017-07-15T16:33:57.234+02,2017-07-15T16:39:17.221+02,2017-07-15,West,LBY02,Al Jabal Al Gharbi,LBY0209,Azzintan,LBY020902,Zintan,السوق,general_store,NA,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,yes,yes,no,1.6,11.5,7.2,دكس,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,vYh2dAEbuPAT4DaeKbjRK4,10709307,9e7546f2-4355-4e7b-80be-3a76a9dc4a8f,2017-07-15T18:24:20,13
2017-07-10T11:05:21.030+02,2017-07-10T11:21:51.832+02,2017-07-10,West,LBY02,Al Jabal Al Gharbi,LBY0209,Azzintan,LBY020902,Zintan,الشرقيه,general_store,NA,yes,yes,yes,NA,1.0,1,الاسره,yes,yes,yes,NA,2.75,2.8,الخليج,yes,yes,yes,NA,1.5,1.5,التحدي,yes,yes,yes,NA,3.0,3,الاسره,yes,yes,yes,NA,1.25,1.3,اسبيقه,yes,yes,yes,NA,2.5,2.5,قورينا,yes,yes,yes,NA,1.25,1.3,البستان,yes,yes,yes,NA,2.5,2.5,لارا,yes,yes,yes,NA,2.5,2.5,لورد فود,yes,yes,no,170.0,2.0,2.4,المراعي,yes,yes,yes,NA,4.5,4.5,جودي,yes,yes,yes,NA,12.5,12.5,ليبتيمول,yes,yes,yes,NA,5.0,5,نابت,yes,yes,yes,NA,8.0,8,زهره,yes,yes,yes,NA,4.25,4.3,الصفوه,yes,yes,no,180.0,4.5,5,امريكانا,yes,yes,yes,NA,6.5,6.5,محلي,yes,yes,no,1.7,17.0,10,محلي,yes,yes,yes,NA,28.0,28,محلي,no,NA,NA,NA,NA,NA,yes,yes,yes,NA,2.5,2.5,yes,yes,yes,NA,2.0,2,yes,yes,yes,NA,2.0,2,yes,yes,yes,NA,2.5,2.5,yes,yes,yes,NA,1.0,1,فا,yes,yes,no,0.12,1.0,8.3,اوكسي,yes,yes,no,380.0,7.0,4.6,سوبلاس,yes,yes,no,6.0,6.0,1,النجمه,yes,yes,yes,NA,2.0,2,المسواك,yes,yes,yes,NA,5.0,5,اورل بي,yes,yes,yes,NA,3.25,3.3,ليلاس,yes,yes,yes,NA,20.0,20,بودوس,vYh2dAEbuPAT4DaeKbjRK4,10547912,8ac44842-7f78-4810-931d-805e17d84392,2017-07-10T11:44:37,7
2017-07-10T11:24:58.545+02,2017-07-10T11:36:00.576+02,2017-07-10,West,LBY02,Al Jabal Al Gharbi,LBY0209,Azzintan,LBY020902,Zintan,الشرقيه,general_store,NA,yes,yes,yes,NA,1.0,1,الاسره,yes,yes,yes,NA,2.75,2.8,الخليج,yes,yes,yes,NA,1.5,1.5,التحدي,yes,yes,yes,NA,3.0,3,الاسره,yes,yes,yes,NA,1.75,1.8,اسبيقه,yes,yes,yes,NA,2.5,2.5,قورينا,yes,yes,yes,NA,1.25,1.3,البستان,yes,yes,yes,NA,2.75,2.8,لارا,yes,yes,yes,NA,2.5,2.5,لورد فود,yes,yes,no,170.0,2.0,2.4,المراعي,yes,yes,yes,NA,4.5,4.5,جودي,yes,yes,yes,NA,20.0,20,بيبيلاك,yes,yes,yes,NA,5.0,5,نابت,yes,yes,yes,NA,8.0,8,زهره,yes,yes,yes,NA,4.5,4.5,المروه,yes,yes,no,185.0,3.75,4.1,امريكانا,yes,yes,yes,NA,6.5,6.5,محلي,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,yes,yes,yes,NA,1.0,1,فا,yes,yes,no,0.12,0.75,6.3,واش,yes,yes,no,380.0,7.0,4.6,سوبلاس,yes,yes,no,6.0,6.5,1.1,النجمه,yes,yes,yes,NA,2.0,2,المسواك,yes,yes,yes,NA,2.5,2.5,كولجيت,yes,yes,yes,NA,2.75,2.8,احلام,yes,yes,yes,NA,20.0,20,بودوس,vYh2dAEbuPAT4DaeKbjRK4,10547914,1d489336-f78c-4c36-b1dc-389d62fbec86,2017-07-10T11:44:43,3
2017-07-10T11:40:33.951+02,2017-07-10T11:43:01.882+02,2017-07-10,West,LBY02,Al Jabal Al Gharbi,LBY0209,Azzintan,LBY020902,Zintan,الشرقيه,bakery,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,no,8,1.0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,vYh2dAEbuPAT4DaeKbjRK4,10547918,df7a307e-a6fc-458e-b2c8-a507b17408f2,2017-07-10T11:44:51,4
2017-07-11T18:20:03.130+02,2017-07-11T21:18:10.855+02,2017-07-11,West,LBY02,Al Jabal Al Gharbi,LBY0209,Ghiryan,LBY020906,Gharyan,Abozaian,bakery,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,1.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,vYh2dAEbuPAT4DaeKbjRK4,10598190,429e13b3-efa6-4a72-9aac-001e4c53f52c,2017-07-11T19:55:40,74
2017-07-11T18:12:00.904+02,2017-07-11T21:07:47.891+02,2017-07-11,West,LBY02,Al Jabal Al Gharbi,LBY0209,Ghiryan,LBY020906,Gharyan,Almgarba,general_store,NA,yes,yes,yes,NA,0.75,0.8,NA,yes,yes,yes,NA,2.5,2.5,NA,yes,yes,yes,NA,1.0,1,السنبلة,yes,yes,yes,NA,5.0,5,ابو البنت,yes,yes,yes,NA,1.5,1.5,اميرة,yes,yes,yes,NA,3.0,3,دياري,yes,yes,yes,NA,1.0,1,القبطان,yes,yes,yes,NA,4.5,4.5,حبوب كاليفورنيا,yes,yes,yes,NA,5.0,5,كاليفورنيا,yes,yes,yes,NA,2.5,2.5,سوبر يب,yes,yes,yes,NA,5.0,5,Judy,yes,no,NA,NA,NA,NA,NA,yes,yes,yes,NA,5.0,5,المونتريال,yes,yes,yes,NA,5.0,5,البركه,yes,yes,yes,NA,2.0,2,الصفوه,yes,yes,yes,NA,3.75,3.8,أمريكانا,yes,yes,yes,NA,7.0,7,Nothing,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,yes,yes,yes,NA,2.0,2,Lux,yes,yes,no,2.5,14.0,5.6,excel,yes,yes,no,190.0,5.5,7.2,فاتيكا,yes,yes,yes,NA,3.5,3.5,Pril,yes,yes,yes,NA,6.0,6,Signal,yes,yes,yes,NA,4.0,4,NA,yes,yes,yes,NA,3.0,3,Nana,yes,yes,yes,NA,18.0,18,Lucky baby,vYh2dAEbuPAT4DaeKbjRK4,10598181,19c1ca5b-257e-46d3-beab-08c3a6d9eef8,2017-07-11T19:55:18,72
2017-07-11T18:15:31.396+02,2017-07-11T21:16:30.529+02,2017-07-11,West,LBY02,Al Jabal Al Gharbi,LBY0209,Ghiryan,LBY020906,Gharyan,Almgarba,general_store,NA,yes,yes,yes,NA,1.0,1,Solt alosra,yes,yes,yes,NA,2.5,2.5,Nothing,yes,yes,yes,NA,1.0,1,Alsunbola,yes,yes,yes,NA,5.0,5,Abo elbent,yes,yes,yes,NA,1.5,1.5,Amera,yes,yes,yes,NA,3.5,3.5,Diary,yes,yes,yes,NA,1.0,1,Alqubtan,yes,yes,no,NA,NA,NA,NA,yes,no,NA,NA,NA,NA,NA,yes,yes,yes,NA,4.0,4,Alzhrat,yes,yes,yes,NA,5.0,5,Judy,yes,yes,yes,NA,15.0,15,Franclait,yes,yes,yes,NA,5.0,5,Altamoel,yes,yes,yes,NA,6.0,6,Albarka,yes,yes,yes,NA,2.0,2,Alsafwa,yes,yes,yes,NA,3.5,3.5,Baety,yes,yes,yes,NA,6.75,6.8,Nothing,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,1.0,1,no,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,yes,yes,yes,NA,2.0,2,Luks,yes,yes,yes,NA,10.0,10,Almondf,yes,yes,yes,NA,4.5,4.5,Sunselk,yes,yes,yes,NA,4.0,4,Pril,yes,yes,yes,NA,6.0,6,Signal,yes,yes,yes,NA,3.0,3,Nothing,yes,yes,yes,NA,3.5,3.5,Lilas,yes,yes,yes,NA,20.0,20,Lilas,vYh2dAEbuPAT4DaeKbjRK4,10598188,5533993c-7342-4a78-badd-e4e360ff64a4,2017-07-11T19:55:31,73
